id	instruments	genres	place	coordinates	is-danced	youtube-id	start-ts	end-ts
gia-ides-pervolin	Voice|Laouto|Kanonaki|Bass	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	0	Dd0IreIlLJE	2789	2890
gia-mas-kelaidoun-ta-poulia	Voice|Violin|Piano|Guitar|Bass|Accordion	Urban-folk|Urban-light	None	None	0	Desg3iWdxGU	195	343
gia-mia-fora-ein-i-leventia	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Syrrako	39.59709819947839|21.123307489736774	1	niplI7Bv-30	2050	2217
gia-mia-papadopoula	Voice|Violin|Tambouras|Percussion|Ney|Laouto|Bass	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	vzCauXf6VhE	3233	3404
gia-mia-vradia-syrtos	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Vlachic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	wFOvhBpFM1o	5313	5415
gia-mia-xanthoula	Voice|Guitar|Bouzouki|Baglamas|Accordion	Rebetiko	None	None	0	YEPmaDr_UMA	1436	1617
gia-piase-gyfto-sfyri-ki-amoni	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	vl46xtCpsEw	4822	5006
gia-poia-ellada	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Newer	None	None	0	cKXi8_5_Rd4	4556	4821
gia-sena-rousa-m-evala	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Tzoumerka	39.55169755959794|20.976335888468483	0	qrOwc1mLFUk	4264	4412
gia-tin-ellada	Voice|Piano|Mandolin|Guitar|Bass|Accordion	Newer	None	None	0	cKXi8_5_Rd4	5425	5657
giala-choros-isos	Voice|Violin|Santouri|Percussion|Laouto|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	5z-ZGft2zCI	4868	4994
gialeli	Voice|Tambouras|Percussion|Ney|Guitar	Rebetiko|Cretan	Crete	35.19124573828352|25.024171535651924	0	XpfvGga-5tU	3634	3828
gialo-gialo	Voice|Mandolin|Guitar|Bass	Traditional|Nisiotiko|Ionian	Ionian-sea|Cephalonia	38.249056889576|20.581307503238346	0	GgGRYZMKezE	6	162
gialo-gialo-2	Voice|Violin|Mandolin|Laouto|Guitar	Traditional|Nisiotiko|Ionian	Ionian-sea|Cephalonia	38.249056889576|20.581307503238346	0	Aws0Y3aLaIs	5695	5947
giann-kostas	Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Syrrako	39.59709819947839|21.123307489736774	1	niplI7Bv-30	2409	2590
giannos-ti-maro-thelei	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Thracian	Thrace	40.99020017616846|26.004757197151037	1	FXS9jCtkFLk	4308	4564
giar-giar-2	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Samothrace	40.45252632651164|25.57768832151578	1	jpktBKou-_E	1847	1910
giaroubi	Voice|Percussion|Oud|Lyra	Urban-folk|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	1	-YUXPO1BSRw	2465	2658
giati-allaxes-giati-stelios-keromytis-kostas-manesis	Voice|Guitar|Bouzouki|Baglamas|Accordion	Rebetiko	None	None	0	L3fe3KGksU8	2850	3034
giati-einai-mavra-ta-vouna	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	niplI7Bv-30	1518	1739
giavri	Voice|Violin|Percussion|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea|Leros	37.14755671861759|26.843283690546272	1	V-8YVU5FnTo	3369	3554
giorgitsa	Voice|Percussion|Oud|Lyra	Traditional|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	1	-YUXPO1BSRw	2194	2436
gioula	Voice	Traditional|Peloponnesian	Peloponnese|Kalavryta	38.02253753321499|22.117596423290088	0	6bLFhgwoKsY	709	802
gioulia	Voice|Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	GIOAt5GHt3I	1122	1293
giourvalantoum	Voice|Violin|Percussion|Oud	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	1542	1668
gkainta-dipli	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Pogoni	39.957398151152326|20.502372173521454	1	ifRo_Z05kuQ	3183	3327
gkainta-moni	Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Pogoni	39.957398151152326|20.502372173521454	1	ifRo_Z05kuQ	3328	3490
gkainta-moni-2	Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Pogoni	39.957398151152326|20.502372173521454	0	KzKkszPd-eM	2522	2771
gkioumia	Trumpet|Trombone|Percussion|Klarino	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	gMz1OBS9FlQ	5957	6036
gkiouzen-oglan	Mandolin|Guitar|Bass|Accordion	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	VrnG_gxNwH8	1832	2086
gkolfo	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	niplI7Bv-30	5558	5715
glenta-kaimeni-mou-kardia	Voice	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	1	6bLFhgwoKsY	5736	5975
glentate-kosme-ti-zoi	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Nisiotiko|Aegean	Aegean-sea|Skyros	38.84362114459277|24.595843955324238	0	8gH9iexkXME	1009	1194
glentzes	Voice|Violin|Guitar|Cimbalom|Bass|Accordion	Urban-folk|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	TpK-XXFl51o	43	166
glyka-mou-matia	Voice|Piano	Urban-folk|Urban-light	None	None	0	Desg3iWdxGU	1541	1730
glykia-mou-poli	Voice|Violin|Santouri|Percussion|Oud|Guitar	Traditional|Mikrasiatiko|Politiko	Asia-minor|Poli	41.01536713612946|29.015778607989805	1	5fJXkyrSxo4	819	978
glyko-parapono-2	Voice|Guitar|Bass|Accordion	Newer	None	None	0	VrnG_gxNwH8	3845	4093
grava	Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	tbbAWeVEHFQ	2170	2483
grigoros-xechoristos	Trumpet|Trombone|Percussion|Klarino	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	gMz1OBS9FlQ	5717	5796
gyalo-gyalo	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Pogoni	39.957398151152326|20.502372173521454	1	8gH9iexkXME	5768	5989
gyrevontas-se	Voice|Guitar	Newer	None	None	0	2_xwDiunBrs	4701	4937
gyrisma-kari-bati	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Macedonian|Vlachic	Macedonia	40.910884328073564|23.22153108200181	1	gMz1OBS9FlQ	2377	2461
gyrisma-more-psili-more-ligni	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Vlachic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	wFOvhBpFM1o	4834	5054
gyrisma-se-pogonisio-rebap	Violin|Tambouras|Percussion|Laouto	Traditional|Epirotic	Epirus|Pogoni	39.957398151152326|20.502372173521454	0	vzCauXf6VhE	1653	1942
gyrismata-krania	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Pogoni	39.957398151152326|20.502372173521454	0	KzKkszPd-eM	3842	3995
i-agapi-sou-m-aresei	Voice|Violin|Santouri|Percussion|Laouto|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	5z-ZGft2zCI	3810	3884
i-argo	Tambouras|Percussion|Ney|Guitar	Newer	None	None	0	XpfvGga-5tU	1816	2030
i-chontrobalou	Voice|Piano|Mandolin|Guitar|Bass|Accordion	Newer|Melodized-poetry	None	None	0	cKXi8_5_Rd4	732	1030
i-dikia-mou-ellada	Voice|Piano|Mandolin|Guitar|Bass|Accordion	Newer	None	None	0	cKXi8_5_Rd4	4303	4514
i-foni-tou-argile	Voice|Violin|Santouri|Laouto|Kanonaki|Guitar	Rebetiko	None	None	0	0cj8BNcAhg4	2991	3128
i-gkarsona	Voice|Percussion|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	1	pxhw04LZhiY	893	1143
i-kithara-tou-patera	Voice|Violin|Piano|Guitar|Bass|Accordion	Urban-folk|Urban-light	None	None	0	Desg3iWdxGU	4479	4686
i-milia	Voice|Violin|Klarino|Accordion	Urban-folk|Urban-light	None	None	0	vJ4F64WkQA0	3265	3350
i-palia-taverna	Voice|Mandolin|Guitar|Bass	Urban-folk|Urban-light	None	None	0	GgGRYZMKezE	242	467
i-paragka	Voice|Piano|Guitar|Bass|Accordion	Newer	None	None	0	cKXi8_5_Rd4	3159	3254
i-parastratimeni	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	vl46xtCpsEw	713	906
i-parastratimeni-2	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	tzCMruLs9bM	4401	4597
i-perdika	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Polyphonic	Epirus|Konitsa	40.05962666536191|20.733372899966845	1	UaYoyQPZEuo	2750	2837
i-prosfygia	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	vl46xtCpsEw	4562	4752
i-rima-tis-katastrofis-tis-chiou	Voice|Kanonaki	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	0	J-PqcxTXtp4	766	995
i-tzavelaina	Voice|Violin|Tambouras|Percussion|Laouto	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	cYE9_TXCmHs	3364	3759
i-valitsa	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	zkoqg3VRVLA	666	744
i-varka-tou-koutsouradi	Voice|Violin|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kos	36.85248114414557|27.228892044478616	0	CJ7m2WduEh8	976	1181
i-vergo	Voice	Traditional|Peloponnesian	Peloponnese|Arcadia	37.521613336357674|22.372682419794433	1	o4XzhbCL0QM	3181	3279
i-vrisi-ton-pegiotisson	Voice|Percussion|Ney|Lyra|Laouto|Kanonaki|Bass	Traditional|Nisiotiko|Cypriot	Cyprus	35.10009399380982|33.3973245270655	0	Dd0IreIlLJE	1132	1353
ikariotikos	Violin|Santouri|Laouto|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Icaria	37.600502446388|26.159290600739173	1	5z-ZGft2zCI	5190	5335
ikariotikos-2	Violin|Santouri|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea|Icaria	37.600502446388|26.159290600739173	1	q9e6UQh6d0c	2924	3137
ikariotikos-3	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Icaria	37.600502446388|26.159290600739173	1	CPLOoAZonTI	3520	3754
ikariotikos-4	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Icaria	37.600502446388|26.159290600739173	0	EoJoqvZukgw	3553	3752
ilie-mou-kai-an-kaneis-ilio	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Sarakatsani	None	None	1	FXS9jCtkFLk	4129	4305
ilios	Violin|Percussion|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	1	o4XzhbCL0QM	2044	2252
irth-i-labri-ki-i-anoixi	Voice|Violin|Santouri|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	q9e6UQh6d0c	42	218
irth-o-kairos-na-fygoume	Voice|Floghera	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	FXS9jCtkFLk	5927	6034
irth-o-kairos-na-fygoume-2	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	ifRo_Z05kuQ	6281	6597
ithela-na-cha-dyo-kardies-lesvos	Voice|Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	1	CPLOoAZonTI	838	1060
kadikoylu	Voice|Violin|Santouri|Percussion|Oud|Kanonaki	Traditional|Turkish	Turkey	39.67514772040062|32.57490915562928	0	5fJXkyrSxo4	2817	2980
kagkelari	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Tzoumerka	39.55169755959794|20.976335888468483	0	qrOwc1mLFUk	4004	4100
kagkelaris	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	5z-ZGft2zCI	1597	1909
kai-giati-de-mas-to-les	Voice|Guitar	Rebetiko	None	None	0	ysRZQuuew_A	333	456
kai-ti-tragoudi-na-vroume	Voice|Violin|Tsampouna|Percussion|Oud|Lyra|Accordion	Traditional|Thracian	Thrace	40.99020017616846|26.004757197151037	0	fooYiNew79E	1964	2197
kai-tou-christou-sto-synoro	Voice|Violin|Tsampouna|Percussion|Oud|Lyra|Klarino	Traditional|Thracian	Thrace	40.99020017616846|26.004757197151037	1	fooYiNew79E	2263	2568
kaigomai-kaigomai	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	tzCMruLs9bM	3206	3451
kaiki-mou-ai-nikola	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	1	q9e6UQh6d0c	4463	4590
kairo	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	0	CPLOoAZonTI	42	262
kalabachtasiotikos-samou	Tsampouna|Percussion	Traditional|Nisiotiko|Aegean	Aegean-sea|Samos	37.740408557878254|26.8494581451878	1	q9e6UQh6d0c	2813	2891
kalanta-aiginas	Voice|Violin|Percussion|Ney|Lyra|Laouto|Kanonaki|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Aegina	37.733981191191496|23.491823960765977	0	Aws0Y3aLaIs	238	364
kalanta-encardia	Voice|Percussion|Guitar|Bass|Accordion	Traditional|Southern-Italian	Southern-Italy	37.4956965444923|14.488217381442661	1	fooYiNew79E	3073	3221
kalanta-ipeirou	Voice|Percussion	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	fooYiNew79E	3508	3611
kalanta-keas	Voice|Tsampouna|Percussion	Traditional|Nisiotiko|Aegean	Aegean-sea|Kea	37.62129704977236|24.33272421352251	0	Aws0Y3aLaIs	45	157
kalanta-kritis	Voice|Percussion	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	0	fooYiNew79E	3282	3352
kalanta-kritis-2	Voice|Lyra|Laouto	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	0	Aws0Y3aLaIs	1336	1621
kalanta-makedonias	Voice|Violin|Santouri|Percussion|Ney|Lyra|Laouto|Kanonaki	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	0	Aws0Y3aLaIs	417	504
kalanta-painemata-chiou	Voice|Violin|Santouri|Percussion|Ney|Lyra|Laouto|Kanonaki	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	0	Aws0Y3aLaIs	768	970
kalanta-painemata-thrakis	Voice|Violin|Santouri|Percussion|Ney|Lyra|Laouto|Kanonaki	Traditional|Thracian	Thrace	40.99020017616846|26.004757197151037	1	Aws0Y3aLaIs	504	594
kalanta-pontou	Voice|Percussion|Lyra	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	0	Aws0Y3aLaIs	1622	1730
kalanta-protochronias	Voice|Violin|Mandolin|Laouto|Guitar	Traditional|Nisiotiko|Ionian	Ionian-sea	38.43167066526269|20.675489887943545	0	Aws0Y3aLaIs	5583	5675
kalanta-thrakis-xanthi	Voice|Violin|Percussion|Oud|Lyra|Floghera|Accordion	Traditional|Thracian	Thrace	40.99020017616846|26.004757197151037	0	fooYiNew79E	42	145
kale-sy-panagia-mou-2	Voice|Violin|Santouri|Percussion|Laouto|Klarino|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	5z-ZGft2zCI	5801	5888
kale-sy-panagia-mou-4	Voice|Mandolin|Guitar|Bass|Accordion	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	VrnG_gxNwH8	2643	2854
kali-chronia-se-olous-dimitris-lagios-diaskevi-tragoudistades-tsi-zakynthos	Voice|Violin|Mandolin|Guitar	Traditional|Nisiotiko|Ionian	Ionian-sea|Zakynthos	37.772294002104616|20.76145558128207	0	Aws0Y3aLaIs	1963	2082
kali-kardia-kalo-krasi	Voice|Guitar|Bouzouki|Baglamas|Accordion	Rebetiko	None	None	0	YEPmaDr_UMA	49	238
kalimerisma	Voice	Traditional|Nisiotiko|Aegean	Aegean-sea|Kalymnos	36.987573229226555|26.988755984703815	0	-Lae0QmE15A	772	882
kalogria	Voice|Violin|Santouri|Laouto|Kanonaki|Guitar	Rebetiko	None	None	0	0cj8BNcAhg4	4388	4622
kalomoira-chasapikos	Violin|Percussion|Oud|Klarino|Kanonaki	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	1	J-PqcxTXtp4	4997	5213
kalon-koritsin	Voice|Percussion|Floghera	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	VmaUraZpvI8	1759	1878
kalonychtia	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	qrOwc1mLFUk	927	1084
kalos-mas-irthe-i-anoixi-syrto-sta-tria	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	wFOvhBpFM1o	2012	2150
kalymniki-sousta	Violin|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kalymnos	36.987573229226555|26.988755984703815	1	-Lae0QmE15A	2121	2367
kamav-tout	Voice|Violin|Tuba|Percussion|Guitar|Flute|Bassoon	Traditional|Arrangement	None	None	0	2_xwDiunBrs	4303	4601
kanakaris	Voice|Tambouras|Guitar	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	0	e206O9UMfN0	5205	5420
kanaria	Voice|Violin|Santouri|Laouto|Guitar	Traditional|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	0	CPLOoAZonTI	5699	5921
kapetan-antrea-zepo	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	1	q9e6UQh6d0c	3685	3836
kapoia-mana-anastenazei	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	tzCMruLs9bM	1130	1318
kapoia-mana-anastenazei-vasilis-tsitanis-babis-bakalis	Voice|Piano|Guitar|Bouzouki|Bass|Baglamas|Accordion	Rebetiko	None	None	0	L3fe3KGksU8	562	761
karaberia	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	ifRo_Z05kuQ	5591	5725
karagkouna	Violin|Percussion|Laouto|Klarino	Traditional|Thessalic	Thessaly	39.57905217840133|22.421756857721853	1	5z-ZGft2zCI	2373	2537
karagkouna-2	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	8gH9iexkXME	2975	3156
karapataki	Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	8gH9iexkXME	43	287
karapataki-2	Trumpet|Trombone|Percussion|Klarino	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	UaYoyQPZEuo	5399	5531
karapiperim	Voice|Percussion|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	1	pxhw04LZhiY	6335	6440
kardia-mou-papse-na-ponas	Voice|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	GgGRYZMKezE	5060	5378
kardia-paraponiara	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	1	tzCMruLs9bM	2977	3202
kardiokleftra	Voice|Violin|Guitar|Cimbalom|Bass|Accordion	Urban-folk|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	TpK-XXFl51o	3530	3724
kare-bate-noaptia-poios-chtypa-ti-nychta-sygkathistos	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Vlachic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	wFOvhBpFM1o	3483	3576
karlovasitissa	Voice|Violin|Santouri|Laouto|Accordion	Traditional|Nisiotiko|Aegean	Aegean-sea|Samos	37.740408557878254|26.8494581451878	0	Uijl65qxrrg	1478	1760
karotseri-trava	Voice|Percussion|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	1	pxhw04LZhiY	4320	4523
karotseris	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	jpktBKou-_E	4904	5055
karotseris-3	Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Mikrasiatiko|Politiko	Asia-minor|Poli	41.01536713612946|29.015778607989805	0	U6oWHEVNvfY	4721	4802
karsilamas-2	Percussion|Laouto	Traditional|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	0	tbbAWeVEHFQ	4071	4345
karsilamas-3	Voice|Violin|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kalymnos	36.987573229226555|26.988755984703815	1	-Lae0QmE15A	4568	4728
karsilamas-4	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kythnos	37.39231040529914|24.414452131993595	1	jpktBKou-_E	2746	2857
karsilamas-5	Zournas|Percussion	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	3917	4082
karsilamas-lesvou	Violin|Santouri|Guitar|Cimbalom|Bass|Accordion	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	1	e5WVqHyTui4	2731	2895
katergara-eirini	Voice|Violin|Guitar|Cimbalom|Bass|Accordion	Urban-folk|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	0	TpK-XXFl51o	4206	4304
kathe-limani-kai-kaimos	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	ysRZQuuew_A	4005	4191
katifes-2	Voice|Violin|Santouri|Laouto|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	0	CPLOoAZonTI	2257	2441
kato-choros-diavolos	Voice|Tsampouna|Percussion	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	1	_mUIVNdIJFU	4565	4688
kato-sta-exi-marmara	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Polyphonic	Epirus|Konitsa	40.05962666536191|20.733372899966845	1	UaYoyQPZEuo	2474	2624
kato-sta-exi-marmara-2	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Konitsa	40.05962666536191|20.733372899966845	0	qrOwc1mLFUk	1745	1947
kato-sta-lemonadika-2	Voice|Violin|Santouri|Laouto|Kanonaki|Guitar	Rebetiko	None	None	0	0cj8BNcAhg4	1283	1534
kato-stin-aspri-plaka	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Syrrako	39.59709819947839|21.123307489736774	1	niplI7Bv-30	3612	3860
kato-sto-gialo	Voice|Tsampouna|Percussion	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	1	q9e6UQh6d0c	2676	2812
kato-ston-agio-thodoro	Voice	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	00SbCAkyXhQ	1424	1589
kato-ston-ai-sidero	Voice	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	0	J-PqcxTXtp4	160	384
katsantonis	Voice|Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Sarakatsani	None	None	1	cYE9_TXCmHs	3911	4144
katse-na-pioume-ena-krasi	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	GgGRYZMKezE	4558	4773
katse-ston-kanape-mou-stelios-chrysinis-charalabos-vasileiadis	Voice|Piano|Guitar|Bouzouki|Bass|Baglamas|Accordion	Laiko	None	None	0	L3fe3KGksU8	2149	2340
katsiforas	Voice|Violin|Percussion|Ney|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea|Naxos	37.05683517815581|25.50612611053723	0	V-8YVU5FnTo	1144	1395
kavontoritikos	Tsampouna|Percussion	Traditional|Nisiotiko|Euboean	Euboea	38.50843106661583|24.003613925733106	1	ozHAP8gMIY8	5237	5488
kavontoritikos-2	Voice|Violin|Percussion|Laouto	Traditional|Nisiotiko|Euboean	Euboea	38.50843106661583|24.003613925733106	1	ozHAP8gMIY8	6115	6411
kavontoritikos-3	Violin|Percussion|Laouto	Traditional|Nisiotiko|Euboean	Euboea	38.50843106661583|24.003613925733106	0	EoJoqvZukgw	5629	5934
kavousianes-kontylies	Voice|Percussion|Lyra|Laouto|Guitar|Bass	Traditional|Nisiotiko|Cretan	Crete|East-Crete	35.116887239871645|25.91051495301359	0	lBs4PyiRsIY	557	856
kazaska	Percussion|Klarino	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	4704	4882
keino-t-asteri-to-labro-2	Voice|Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	0	GIOAt5GHt3I	502	682
kelaidiste-oraia-mou-poulakia-eptanisiaki-kantada	Voice|Violin|Mandolin|Laouto|Guitar	Traditional|Nisiotiko|Ionian	Ionian-sea	38.43167066526269|20.675489887943545	0	Aws0Y3aLaIs	3463	3670
kerna-mas-bolsevika	Voice|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	GgGRYZMKezE	6186	6521
kinik	Violin|Percussion|Laouto|Klarino	Traditional|Macedonian	Macedonia|Grevena	40.08538883719564|21.41961215567693	1	gMz1OBS9FlQ	1556	1702
kinik-2	Violin|Percussion|Laouto|Klarino	Traditional|Macedonian	Macedonia|Grevena	40.08538883719564|21.41961215567693	1	8gH9iexkXME	6073	6241
kinik-3	Violin|Percussion|Laouto|Klarino	Traditional|Macedonian	Macedonia|Grevena	40.08538883719564|21.41961215567693	1	UaYoyQPZEuo	6102	6241
kinik-4	Violin|Percussion|Laouto	Traditional|Macedonian	Macedonia|Grevena	40.08538883719564|21.41961215567693	0	guoEekslQ2M	5234	5449
kinteria	Voice|Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Thessalic	Thessaly	39.57905217840133|22.421756857721853	1	GIOAt5GHt3I	3719	3863
klamata-2	Violin|Percussion|Laouto	Traditional|Epirotic	Epirus|Preveza	38.9756137452637|20.740179056641786	0	qrOwc1mLFUk	5266	5490
kleftiko-athanasios-diakos	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	0	00SbCAkyXhQ	4373	4554
kleftogiorgis	Voice|Laouto|Floghera	Traditional|Peloponnesian	Peloponnese|Kalavryta	38.02253753321499|22.117596423290088	0	GIOAt5GHt3I	3204	3455
kleisane-oi-strates-tou-moria	Voice|Floghera	Traditional|Peloponnesian	Peloponnese|Arcadia	37.521613336357674|22.372682419794433	0	o4XzhbCL0QM	117	307
